,precision,recall,f1-score,support
Black Tern,0.041666666666666664,0.06666666666666667,0.05128205128205128,30.0
Caspian Tern,0.25,0.06666666666666667,0.10526315789473684,30.0
Common Tern,0.18181818181818182,0.06666666666666667,0.0975609756097561,30.0
Elegant Tern,0.0,0.0,0.0,30.0
Forsters Tern,0.2857142857142857,0.2,0.23529411764705882,30.0
Least Tern,0.4117647058823529,0.23333333333333334,0.2978723404255319,30.0
Green tailed Towhee,0.4444444444444444,0.13333333333333333,0.20512820512820512,30.0
Brown Thrasher,0.07692307692307693,0.034482758620689655,0.047619047619047616,29.0
Sage Thrasher,0.0,0.0,0.0,30.0
Black capped Vireo,0.18181818181818182,0.09523809523809523,0.125,21.0
Blue headed Vireo,0.057692307692307696,0.2,0.08955223880597014,30.0
Philadelphia Vireo,0.13333333333333333,0.06896551724137931,0.09090909090909091,29.0
Red eyed Vireo,0.09375,0.1,0.0967741935483871,30.0
Warbling Vireo,0.15384615384615385,0.06666666666666667,0.09302325581395349,30.0
White eyed Vireo,0.10714285714285714,0.1,0.10344827586206896,30.0
Yellow throated Vireo,0.125,0.06896551724137931,0.08888888888888889,29.0
Bay breasted Warbler,0.1111111111111111,0.1,0.10526315789473684,30.0
Black and white Warbler,0.3,0.1,0.15,30.0
Black throated Blue Warbler,0.05555555555555555,0.034482758620689655,0.0425531914893617,29.0
Blue winged Warbler,0.10526315789473684,0.13333333333333333,0.11764705882352941,30.0
Canada Warbler,0.02702702702702703,0.03333333333333333,0.029850746268656716,30.0
Cape May Warbler,0.2,0.13333333333333333,0.16,30.0
Cerulean Warbler,0.0,0.0,0.0,30.0
Chestnut sided Warbler,0.00964630225080386,0.1,0.017595307917888565,30.0
Golden winged Warbler,0.12,0.10344827586206896,0.1111111111111111,29.0
Hooded Warbler,0.25,0.1,0.14285714285714285,30.0
Kentucky Warbler,0.12121212121212122,0.13793103448275862,0.12903225806451613,29.0
Magnolia Warbler,0.17391304347826086,0.13793103448275862,0.15384615384615385,29.0
Mourning Warbler,0.23529411764705882,0.26666666666666666,0.25,30.0
Myrtle Warbler,0.0,0.0,0.0,30.0
Nashville Warbler,0.11904761904761904,0.16666666666666666,0.1388888888888889,30.0
Orange crowned Warbler,0.4,0.13333333333333333,0.2,30.0
Palm Warbler,0.0,0.0,0.0,30.0
Pine Warbler,0.1724137931034483,0.16666666666666666,0.1694915254237288,30.0
Prairie Warbler,0.30434782608695654,0.23333333333333334,0.2641509433962264,30.0
Prothonotary Warbler,0.3157894736842105,0.2,0.24489795918367346,30.0
Swainson Warbler,0.06666666666666667,0.11538461538461539,0.08450704225352113,26.0
Tennessee Warbler,0.1111111111111111,0.034482758620689655,0.05263157894736842,29.0
Wilson Warbler,0.3611111111111111,0.43333333333333335,0.3939393939393939,30.0
Worm eating Warbler,0.0,0.0,0.0,29.0
Yellow Warbler,0.3783783783783784,0.4666666666666667,0.417910447761194,30.0
Northern Waterthrush,0.1,0.03333333333333333,0.05,30.0
Louisiana Waterthrush,0.13333333333333333,0.06666666666666667,0.08888888888888889,30.0
Bohemian Waxwing,0.11627906976744186,0.16666666666666666,0.136986301369863,30.0
Cedar Waxwing,0.0,0.0,0.0,30.0
American Three toed Woodpecker,0.35714285714285715,0.25,0.29411764705882354,20.0
Pileated Woodpecker,0.35714285714285715,0.16666666666666666,0.22727272727272727,30.0
Red bellied Woodpecker,0.4375,0.23333333333333334,0.30434782608695654,30.0
