,precision,recall,f1-score,support
Nelson Sharp tailed Sparrow,0.5161290322580645,0.5333333333333333,0.5245901639344263,30.0
Savannah Sparrow,0.28205128205128205,0.7333333333333333,0.4074074074074074,30.0
Seaside Sparrow,0.59375,0.6333333333333333,0.6129032258064516,30.0
Song Sparrow,0.5714285714285714,0.4,0.47058823529411764,30.0
Tree Sparrow,0.47368421052631576,0.3,0.3673469387755102,30.0
Vesper Sparrow,0.5833333333333334,0.23333333333333334,0.3333333333333333,30.0
White crowned Sparrow,0.7241379310344828,0.7,0.711864406779661,30.0
White throated Sparrow,0.9,0.3,0.45,30.0
Cape Glossy Starling,0.875,0.9333333333333333,0.9032258064516129,30.0
Bank Swallow,0.52,0.43333333333333335,0.4727272727272727,30.0
Barn Swallow,0.75,0.5,0.6,30.0
Cliff Swallow,0.5357142857142857,0.5,0.5172413793103449,30.0
Tree Swallow,0.7916666666666666,0.6333333333333333,0.7037037037037037,30.0
Scarlet Tanager,0.8695652173913043,0.6666666666666666,0.7547169811320755,30.0
Summer Tanager,0.6829268292682927,0.9333333333333333,0.7887323943661971,30.0
Artic Tern,0.46511627906976744,0.6896551724137931,0.5555555555555556,29.0
Black Tern,0.8333333333333334,0.3333333333333333,0.47619047619047616,30.0
Caspian Tern,0.7058823529411765,0.4,0.5106382978723404,30.0
Common Tern,0.2222222222222222,0.3333333333333333,0.26666666666666666,30.0
Elegant Tern,0.5517241379310345,0.5333333333333333,0.5423728813559322,30.0
Forsters Tern,0.42857142857142855,0.3,0.35294117647058826,30.0
Least Tern,0.6666666666666666,0.6,0.631578947368421,30.0
Green tailed Towhee,0.6097560975609756,0.8333333333333334,0.704225352112676,30.0
Brown Thrasher,0.6470588235294118,0.3793103448275862,0.4782608695652174,29.0
Sage Thrasher,0.8260869565217391,0.6333333333333333,0.7169811320754716,30.0
Black capped Vireo,0.6,0.7142857142857143,0.6521739130434783,21.0
Blue headed Vireo,0.5384615384615384,0.7,0.6086956521739131,30.0
Philadelphia Vireo,0.48148148148148145,0.4482758620689655,0.4642857142857143,29.0
Red eyed Vireo,0.48484848484848486,0.5333333333333333,0.5079365079365079,30.0
Warbling Vireo,0.34782608695652173,0.5333333333333333,0.42105263157894735,30.0
White eyed Vireo,0.48484848484848486,0.5333333333333333,0.5079365079365079,30.0
Yellow throated Vireo,0.39473684210526316,0.5172413793103449,0.44776119402985076,29.0
Bay breasted Warbler,0.6052631578947368,0.7666666666666667,0.6764705882352942,30.0
Black and white Warbler,0.9,0.9,0.9,30.0
Black throated Blue Warbler,0.875,0.7241379310344828,0.7924528301886793,29.0
Blue winged Warbler,0.5,0.36666666666666664,0.4230769230769231,30.0
Canada Warbler,1.0,0.16666666666666666,0.2857142857142857,30.0
Cape May Warbler,0.76,0.6333333333333333,0.6909090909090909,30.0
Cerulean Warbler,0.896551724137931,0.8666666666666667,0.8813559322033898,30.0
Chestnut sided Warbler,0.8275862068965517,0.8,0.8135593220338984,30.0
Golden winged Warbler,0.8,0.6896551724137931,0.7407407407407407,29.0
Hooded Warbler,0.6086956521739131,0.4666666666666667,0.5283018867924528,30.0
Kentucky Warbler,0.5227272727272727,0.7931034482758621,0.6301369863013698,29.0
Magnolia Warbler,0.5641025641025641,0.7586206896551724,0.6470588235294118,29.0
Mourning Warbler,0.9230769230769231,0.4,0.5581395348837209,30.0
Myrtle Warbler,0.75,0.5,0.6,30.0
