,precision,recall,f1-score,support
Pacific Loon,0.45,0.3,0.36,30.0
Mallard,0.6521739130434783,0.5,0.5660377358490566,30.0
Western Meadowlark,0.5428571428571428,0.6333333333333333,0.5846153846153846,30.0
Hooded Merganser,0.6956521739130435,0.5333333333333333,0.6037735849056604,30.0
Red breasted Merganser,0.4642857142857143,0.43333333333333335,0.4482758620689655,30.0
Mockingbird,0.3076923076923077,0.13333333333333333,0.18604651162790697,30.0
Nighthawk,0.13793103448275862,0.13333333333333333,0.13559322033898305,30.0
Clark Nutcracker,0.2830188679245283,0.5,0.3614457831325301,30.0
White breasted Nuthatch,0.3170731707317073,0.43333333333333335,0.36619718309859156,30.0
Baltimore Oriole,0.8823529411764706,0.5,0.6382978723404256,30.0
Hooded Oriole,0.4411764705882353,0.5,0.46875,30.0
Orchard Oriole,0.3225806451612903,0.3448275862068966,0.3333333333333333,29.0
Scott Oriole,0.5263157894736842,0.3333333333333333,0.40816326530612246,30.0
Ovenbird,0.16666666666666666,0.13333333333333333,0.14814814814814814,30.0
Brown Pelican,0.26666666666666666,0.13333333333333333,0.17777777777777778,30.0
White Pelican,0.4117647058823529,0.35,0.3783783783783784,20.0
Western Wood Pewee,0.109375,0.23333333333333334,0.14893617021276595,30.0
Sayornis,0.08,0.06666666666666667,0.07272727272727272,30.0
American Pipit,0.17142857142857143,0.2,0.18461538461538463,30.0
Whip poor Will,0.22,0.5789473684210527,0.3188405797101449,19.0
Horned Puffin,0.4411764705882353,0.5,0.46875,30.0
Common Raven,0.4166666666666667,0.16666666666666666,0.23809523809523808,30.0
White necked Raven,0.125,0.1,0.1111111111111111,30.0
American Redstart,0.52,0.8666666666666667,0.65,30.0
Geococcyx,0.2826086956521739,0.43333333333333335,0.34210526315789475,30.0
Loggerhead Shrike,0.2222222222222222,0.3333333333333333,0.26666666666666666,30.0
Great Grey Shrike,0.1794871794871795,0.23333333333333334,0.2028985507246377,30.0
Baird Sparrow,0.19480519480519481,0.75,0.30927835051546393,20.0
Black throated Sparrow,0.3,0.1,0.15,30.0
Brewer Sparrow,0.109375,0.2413793103448276,0.15053763440860216,29.0
Chipping Sparrow,0.36,0.3,0.32727272727272727,30.0
Clay colored Sparrow,0.2222222222222222,0.06896551724137931,0.10526315789473684,29.0
House Sparrow,0.15384615384615385,0.13333333333333333,0.14285714285714285,30.0
Field Sparrow,0.2,0.13793103448275862,0.16326530612244897,29.0
Fox Sparrow,0.18,0.3,0.225,30.0
Grasshopper Sparrow,0.22727272727272727,0.16666666666666666,0.19230769230769232,30.0
Harris Sparrow,0.125,0.1,0.1111111111111111,30.0
Henslow Sparrow,0.3548387096774194,0.36666666666666664,0.36065573770491804,30.0
Le Conte Sparrow,0.2608695652173913,0.20689655172413793,0.23076923076923078,29.0
Lincoln Sparrow,0.2,0.13793103448275862,0.16326530612244897,29.0
Nelson Sharp tailed Sparrow,0.3157894736842105,0.2,0.24489795918367346,30.0
Savannah Sparrow,0.25,0.16666666666666666,0.2,30.0
Seaside Sparrow,0.4444444444444444,0.5333333333333333,0.48484848484848486,30.0
Song Sparrow,0.3157894736842105,0.2,0.24489795918367346,30.0
Tree Sparrow,0.32,0.26666666666666666,0.2909090909090909,30.0
Vesper Sparrow,0.11764705882352941,0.13333333333333333,0.125,30.0
White crowned Sparrow,0.4473684210526316,0.5666666666666667,0.5,30.0
White throated Sparrow,0.5333333333333333,0.5333333333333333,0.5333333333333333,30.0
Cape Glossy Starling,0.5714285714285714,0.5333333333333333,0.5517241379310345,30.0
Bank Swallow,0.10256410256410256,0.13333333333333333,0.11594202898550725,30.0
Barn Swallow,0.30434782608695654,0.4666666666666667,0.3684210526315789,30.0
Cliff Swallow,0.36363636363636365,0.4,0.38095238095238093,30.0
Tree Swallow,0.5,0.4666666666666667,0.4827586206896552,30.0
Scarlet Tanager,0.7407407407407407,0.6666666666666666,0.7017543859649122,30.0
Summer Tanager,0.625,0.6666666666666666,0.6451612903225806,30.0
Artic Tern,0.43333333333333335,0.4482758620689655,0.4406779661016949,29.0
Black Tern,0.14285714285714285,0.13333333333333333,0.13793103448275862,30.0
Caspian Tern,0.36363636363636365,0.26666666666666666,0.3076923076923077,30.0
Common Tern,0.4375,0.23333333333333334,0.30434782608695654,30.0
Elegant Tern,0.325,0.43333333333333335,0.37142857142857144,30.0
Forsters Tern,0.2916666666666667,0.23333333333333334,0.25925925925925924,30.0
Least Tern,0.4318181818181818,0.6333333333333333,0.5135135135135135,30.0
Green tailed Towhee,0.75,0.5,0.6,30.0
Brown Thrasher,0.2127659574468085,0.3448275862068966,0.2631578947368421,29.0
Sage Thrasher,0.2727272727272727,0.2,0.23076923076923078,30.0
Black capped Vireo,0.3888888888888889,0.3333333333333333,0.358974358974359,21.0
Blue headed Vireo,0.2682926829268293,0.36666666666666664,0.30985915492957744,30.0
Philadelphia Vireo,0.20588235294117646,0.2413793103448276,0.2222222222222222,29.0
Red eyed Vireo,0.1875,0.3,0.23076923076923078,30.0
Warbling Vireo,0.16666666666666666,0.2,0.18181818181818182,30.0
White eyed Vireo,0.37777777777777777,0.5666666666666667,0.4533333333333333,30.0
Yellow throated Vireo,0.4,0.27586206896551724,0.32653061224489793,29.0
Bay breasted Warbler,0.3541666666666667,0.5666666666666667,0.4358974358974359,30.0
Black and white Warbler,0.3870967741935484,0.8,0.5217391304347826,30.0
Black throated Blue Warbler,0.2702702702702703,0.3448275862068966,0.30303030303030304,29.0
Blue winged Warbler,0.20833333333333334,0.3333333333333333,0.2564102564102564,30.0
Canada Warbler,0.32,0.26666666666666666,0.2909090909090909,30.0
Cape May Warbler,0.6363636363636364,0.23333333333333334,0.34146341463414637,30.0
Cerulean Warbler,0.47619047619047616,0.6666666666666666,0.5555555555555556,30.0
Chestnut sided Warbler,0.45454545454545453,0.3333333333333333,0.38461538461538464,30.0
Golden winged Warbler,0.4594594594594595,0.5862068965517241,0.5151515151515151,29.0
Hooded Warbler,0.2459016393442623,0.5,0.32967032967032966,30.0
Kentucky Warbler,0.358974358974359,0.4827586206896552,0.4117647058823529,29.0
Magnolia Warbler,0.7142857142857143,0.5172413793103449,0.6,29.0
Mourning Warbler,0.38461538461538464,0.16666666666666666,0.23255813953488372,30.0
Myrtle Warbler,0.5,0.4,0.4444444444444444,30.0
Nashville Warbler,0.3333333333333333,0.36666666666666664,0.3492063492063492,30.0
Orange crowned Warbler,0.10714285714285714,0.1,0.10344827586206896,30.0
Palm Warbler,0.391304347826087,0.3,0.33962264150943394,30.0
Pine Warbler,0.29411764705882354,0.16666666666666666,0.2127659574468085,30.0
Prairie Warbler,0.5102040816326531,0.8333333333333334,0.6329113924050633,30.0
Prothonotary Warbler,0.625,0.5,0.5555555555555556,30.0
Swainson Warbler,0.22448979591836735,0.4230769230769231,0.29333333333333333,26.0
Tennessee Warbler,0.08888888888888889,0.13793103448275862,0.10810810810810811,29.0
Wilson Warbler,0.5625,0.3,0.391304347826087,30.0
Worm eating Warbler,0.6153846153846154,0.27586206896551724,0.38095238095238093,29.0
Yellow Warbler,0.3333333333333333,0.3,0.3157894736842105,30.0
Northern Waterthrush,0.20689655172413793,0.2,0.2033898305084746,30.0
Louisiana Waterthrush,0.2857142857142857,0.4666666666666667,0.35443037974683544,30.0
Bohemian Waxwing,0.6086956521739131,0.4666666666666667,0.5283018867924528,30.0
Cedar Waxwing,0.6296296296296297,0.5666666666666667,0.5964912280701754,30.0
American Three toed Woodpecker,0.5,0.45,0.47368421052631576,20.0
Pileated Woodpecker,0.7692307692307693,0.6666666666666666,0.7142857142857143,30.0
Red bellied Woodpecker,0.7916666666666666,0.6333333333333333,0.7037037037037037,30.0
Red cockaded Woodpecker,0.5,0.7931034482758621,0.6133333333333333,29.0
Red headed Woodpecker,0.9285714285714286,0.43333333333333335,0.5909090909090909,30.0
Downy Woodpecker,0.5833333333333334,0.4666666666666667,0.5185185185185185,30.0
Bewick Wren,0.2222222222222222,0.2,0.21052631578947367,30.0
Cactus Wren,0.5,0.26666666666666666,0.34782608695652173,30.0
Carolina Wren,0.17391304347826086,0.26666666666666666,0.21052631578947367,30.0
House Wren,0.26666666666666666,0.13333333333333333,0.17777777777777778,30.0
Marsh Wren,0.22857142857142856,0.26666666666666666,0.24615384615384617,30.0
Rock Wren,0.35714285714285715,0.16666666666666666,0.22727272727272727,30.0
Winter Wren,0.4375,0.23333333333333334,0.30434782608695654,30.0
Common Yellowthroat,0.9473684210526315,0.6,0.7346938775510204,30.0
accuracy,0.3560579910251985,0.3560579910251985,0.3560579910251985,0.3560579910251985
macro avg,0.38859455571269946,0.35882722518501337,0.3552984305856193,5794.0
weighted avg,0.38940195326806587,0.3560579910251985,0.35455417974645703,5794.0
