,precision,recall,f1-score,support
Green tailed Towhee,0.7083333333333334,0.5666666666666667,0.6296296296296297,30.0
Brown Thrasher,0.625,0.3448275862068966,0.4444444444444444,29.0
Sage Thrasher,0.46153846153846156,0.6,0.5217391304347826,30.0
Black capped Vireo,0.4482758620689655,0.6190476190476191,0.52,21.0
Blue headed Vireo,0.42857142857142855,0.2,0.2727272727272727,30.0
Philadelphia Vireo,0.3684210526315789,0.4827586206896552,0.417910447761194,29.0
Red eyed Vireo,0.32432432432432434,0.4,0.3582089552238806,30.0
Warbling Vireo,0.24,0.2,0.21818181818181817,30.0
White eyed Vireo,0.2153846153846154,0.4666666666666667,0.29473684210526313,30.0
Yellow throated Vireo,0.41379310344827586,0.41379310344827586,0.41379310344827586,29.0
Bay breasted Warbler,0.6388888888888888,0.7666666666666667,0.696969696969697,30.0
Black and white Warbler,0.7857142857142857,0.7333333333333333,0.7586206896551724,30.0
Black throated Blue Warbler,0.6764705882352942,0.7931034482758621,0.7301587301587301,29.0
Blue winged Warbler,0.3137254901960784,0.5333333333333333,0.3950617283950617,30.0
Canada Warbler,0.4,0.3333333333333333,0.36363636363636365,30.0
Cape May Warbler,0.7083333333333334,0.5666666666666667,0.6296296296296297,30.0
Cerulean Warbler,0.8076923076923077,0.7,0.75,30.0
Chestnut sided Warbler,0.5769230769230769,0.5,0.5357142857142857,30.0
Golden winged Warbler,0.9,0.6206896551724138,0.7346938775510204,29.0
Hooded Warbler,0.3333333333333333,0.3,0.3157894736842105,30.0
Kentucky Warbler,0.4,0.41379310344827586,0.4067796610169492,29.0
Magnolia Warbler,0.7307692307692307,0.6551724137931034,0.6909090909090909,29.0
Mourning Warbler,0.5666666666666667,0.5666666666666667,0.5666666666666667,30.0
Myrtle Warbler,0.6521739130434783,0.5,0.5660377358490566,30.0
Nashville Warbler,0.17391304347826086,0.26666666666666666,0.21052631578947367,30.0
Orange crowned Warbler,0.41379310344827586,0.4,0.4067796610169492,30.0
Palm Warbler,0.44,0.36666666666666664,0.4,30.0
Pine Warbler,0.2857142857142857,0.4,0.3333333333333333,30.0
Prairie Warbler,0.5384615384615384,0.23333333333333334,0.32558139534883723,30.0
Prothonotary Warbler,0.7,0.4666666666666667,0.56,30.0
Swainson Warbler,0.3142857142857143,0.4230769230769231,0.36065573770491804,26.0
Tennessee Warbler,0.11764705882352941,0.06896551724137931,0.08695652173913043,29.0
Wilson Warbler,0.3157894736842105,0.8,0.4528301886792453,30.0
Worm eating Warbler,0.5714285714285714,0.41379310344827586,0.48,29.0
Yellow Warbler,0.53125,0.5666666666666667,0.5483870967741935,30.0
Northern Waterthrush,0.4722222222222222,0.5666666666666667,0.5151515151515151,30.0
Louisiana Waterthrush,0.6521739130434783,0.5,0.5660377358490566,30.0
Bohemian Waxwing,0.75,0.8,0.7741935483870968,30.0
Cedar Waxwing,0.8,0.8,0.8,30.0
American Three toed Woodpecker,0.6363636363636364,0.7,0.6666666666666666,20.0
Pileated Woodpecker,1.0,0.8666666666666667,0.9285714285714286,30.0
Red bellied Woodpecker,0.9310344827586207,0.9,0.9152542372881356,30.0
Red cockaded Woodpecker,0.7692307692307693,0.6896551724137931,0.7272727272727273,29.0
Red headed Woodpecker,0.9565217391304348,0.7333333333333333,0.8301886792452831,30.0
Downy Woodpecker,0.8484848484848485,0.9333333333333333,0.8888888888888888,30.0
Bewick Wren,0.4,0.2,0.26666666666666666,30.0
Cactus Wren,0.7894736842105263,0.5,0.6122448979591837,30.0
Carolina Wren,0.6086956521739131,0.4666666666666667,0.5283018867924528,30.0
House Wren,0.4166666666666667,0.5,0.45454545454545453,30.0
Marsh Wren,0.5625,0.6,0.5806451612903226,30.0
Rock Wren,0.5555555555555556,0.8333333333333334,0.6666666666666666,30.0
Winter Wren,0.6363636363636364,0.7,0.6666666666666666,30.0
Common Yellowthroat,0.4857142857142857,0.5666666666666667,0.5230769230769231,30.0
accuracy,0.5498791853641698,0.5498791853641698,0.5498791853641698,0.5498791853641698
macro avg,0.5729148826668552,0.5532588611431821,0.5504669231724241,5794.0
weighted avg,0.5703975108165928,0.5498791853641698,0.5476477432585365,5794.0
